fid,OBJECTID,Street,SAFStreetName,FeatureTyp,SegmentTyp,IncExFlag,RB_Layer,NonPed,TrafDir,TrafSrc,SpecAddr,FaceCode,SeqNum,StreetCode,SAFStreetCode,LGC1,LGC2,LGC3,LGC4,LGC5,LGC6,LGC7,LGC8,LGC9,BOE_LGC,SegmentID,SegCount,LocStatus,LZip,RZip,LBoro,RBoro,L_CD,R_CD,LATOMICPOLYGON,RATOMICPOLYGON,LCT2020,LCT2020Suf,RCT2020,RCT2020Suf,LCB2020,LCB2020Suf,RCB2020,RCB2020Suf,LCT2010,LCT2010Suf,RCT2010,RCT2010Suf,LCB2010,LCB2010Suf,RCB2010,RCB2010Suf,LCT2000,LCT2000Suf,RCT2000,RCT2000Suf,LCB2000,LCB2000Suf,RCB2000,RCB2000Suf,LCT1990,LCT1990Suf,RCT1990,RCT1990Suf,LAssmDist,LElectDist,RAssmDist,RElectDist,SplitElect,LSchlDist,RSchlDist,SplitSchl,LSubSect,RSubSect,SanDistInd,MapFrom,MapTo,BoroBndry,MH_RI_Flag,XFrom,YFrom,XTo,YTo,ArcCenterX,ArcCenterY,CurveFlag,Radius,NodeIDFrom,NodeIDTo,NodeLevelF,NodeLevelT,ConParity,Twisted,RW_TYPE,PhysicalID,GenericID,NYPDID,FDNYID,LBlockFaceID,RBlockFaceID,LegacyID,Status,StreetWidth_Min,StreetWidth_Max,StreetWidth_Irr,BikeLane,BIKE_TRAFDIR,ACTIVE_FLAG,POSTED_SPEED,Snow_Priority,Number_Travel_Lanes,Number_Park_Lanes,Number_Total_Lanes,Carto_Display_Level,FCC,ROW_Type,LLo_Hyphen,LHi_Hyphen,RLo_Hyphen,RHi_Hyphen,FromLeft,ToLeft,FromRight,ToRight,Join_ID,L_PD_Service_Area,R_PD_Service_Area,TRUCK_ROUTE_TYPE,SHAPE_Length
"25","133249",QUEENS BOULEVARD,                                ,"0",G, ,G, ,T,DOT, ,"3894","03155","459990",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0174749","1",X,"11377","11377","4","4","402","402","122","140"," 247",  ," 247",  ,"1008", ,"1008", ," 247",  ," 245",  ,"1006", ,"3001", ," 247",  ," 245",  ,"1007", ,"1001", ," 247",  ," 245",  ,"30","022","30","012", ,"24","24",,1D,1E, ,9D ,9D , , ,"1011803","209262","1012036","209226","0","0", ,"0","0045292","0093101",*,*, , ," 1",,"10263",       ,       ,          ,          ,"0174749","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , , 65-001, 65-029, 65-000, 65-028,"65001","65029","65000","65028","4389401000000", , , ,235.919333500078
"26","133263",QUEENS BOULEVARD,                                ,"0",G, ,G, ,T,DOT, ,"3894","03192","459990",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0174800","1",X,"11377","11377","4","4","402","402","216","119"," 483","02"," 483","02","1012", ,"1012", ," 483",  ," 243",  ,"2012", ,"4001", ," 483",  ," 243",  ,"2009", ,"1003", ," 483",  ," 243",  ,"30","025","30","016", ,"24","24",,1D,1E, ,9D ,9D , , ,"1012584","209122","1012663","209103","0","0", ,"0","0045398","0093139",*,*, , ," 1",,"10268",       ,       ,          ,          ,"0174800","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,, 67-000, 67-004,"0","0","67000","67004","4389401000000", , , ,81.6387870296476
"27","133269",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09770","459990",      ,"01","02","03","04","09","15","21","27","43","1","0144353","1", ,"11377","11377","4","4","402","402","133","144"," 247",  ," 245",  ,"1009", ,"3002", ," 245",  ," 245",  ,"3003", ,"3003", ," 245",  ," 245",  ,"1002", ,"1002", ," 245",  ," 245",  ,"30","012","30","012", ,"24","24",,1E,1E, ,9D ,9D , , ,"1011496","209247","1011659","209226","0","0", ,"0","0066650","0093097",M,M, , ," 1","12193",,       ,       ,"0102268450","0102264010","0144353","2",30,30, ," 1",FT,,"25",C," 2"," 1"," 3",,  , ,,, 64-000, 64-012,"0","0","64000","64012","4389401020304", , ,"3",165.101146483337
"28","133287",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","01260","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0190109","1", ,"11377","11377","4","4","402","402","904","913"," 245",  ," 245",  ,"4006", ,"4005", ," 245",  ," 245",  ,"4006", ,"4006", ," 245",  ," 245",  ,"2014", ,"2013", ," 245",  ," 245",  ,"30","056","30","056", ,"30","30",,1E,1E, ,13C,13C, , ,"1010603","208085","1010420","207981","0","0", ,"0","0105494","0063902",M,M, , ," 2","26598",,       ,       ,"0092261000","0102264274","0190109","2",50,50, ,  ,  ,,"45",C," 4",  ," 4","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",210.406634191647
"29","133330",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01840","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0153116","1", ,"11377","11377","4","4","402","402","221","206"," 483","02"," 483","02","1003", ,"1004", ," 483",  ," 483",  ,"2004", ,"2004", ," 483",  ," 483",  ,"2007", ,"2007", ," 483",  ," 483",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012746","209674","1012715","209641","0","0", ,"0","0086917","0086460",I,I, , ," 2","26552",,       ,       ,"0092290805","0092261006","0153116","2",30,30, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",45.9269358059006
"30","133449",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","07400","459990",      ,"01","05","07","43",  ,  ,  ,  ,  ,"1","0145155","1", ,"11377","11377","4","4","402","402","207","209"," 249",  ," 249",  ,"2001", ,"2002", ," 249",  ," 249",  ,"2001", ,"2001", ," 249",  ," 249",  ,"2001", ,"2001", ," 249",  ," 249",  ,"30","021","30","021", ,"30","30",,1C,1C, ,9D ,9D , , ,"1009894","209634","1010086","209602","0","0", ,"0","0083377","0093079",M,M, , ," 1","12072",,       ,       ,"0102267350","0102268016","0145155","2",32,34, ," 1",TF,,"25",C," 1"," 1"," 2",,  , , 58-001, 58-021,,,"58001","58021","0","0","4389401050743", , ,"3",194.434244298255
"31","133567",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01940","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0153229","1", ,"11377","11377","4","4","402","402","202","217"," 243",  ," 243",  ,"4003", ,"4004", ," 243",  ," 243",  ,"4004", ,"4004", ," 243",  ," 243",  ,"1011", ,"1011", ," 243",  ," 243",  ,"30","016","30","016", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012184","209068","1012028","208901","0","0",I,"0","0086816","0086211",I,I, , ," 2","26559",,       ,       ,"0102265629","0092261006","0153229","2",30,30, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",229.131232327983
"32","133670",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","01090","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0153619","1", ,"11377","11377","4","4","402","402","119","116"," 247",  ," 247",  ,"1011", ,"1007", ," 247",  ," 247",  ,"1000", ,"1000", ," 247",  ," 247",  ,"1008", ,"1008", ," 247",  ," 247",  ,"30","022","30","022", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012262","209211","1012247","209194","0","0", ,"0","0081922","0086349",I,I, , ," 2","26590",,       ,       ,"0092261000","0092263789","0153619","2",30,32, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",22.7793247031631
"33","133716",ROOSEVELT AVENUE,                                ,"0",U, ,B, ,T,DOT, ,"4036","00185","461090",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0113375","1", ,"11377","11377","4","4","402","402","101","302"," 263",  ," 263",  ,"3000", ,"3000", ," 263",  ," 263",  ,"1007", ,"3000", ," 263",  ," 263",  ,"1008", ,"3000", ," 263",  ," 263",  ,"30","054","30","023", ,"30","24",,1D,1D, ,9D ,9D , , ,"1012228","211098","1012386","211120","0","0", ,"0","0046356","0067058",M,M, , ," 1","9381","8023",       ,       ,"0102261304","0102265802","0113375","2",40,42, ,  ,  ,,"25",C," 2"," 2"," 4",,  , ,,, 65-000, 65-014,"0","0","65000","65014","4403601000000", , ,"2",159.288237104007
"34","134335",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11990","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0157412","1", ,"11377","11377","4","4","404","404","132","129"," 489",  ," 489",  ,"1000", ,"1000", ," 485",  ," 485",  ,"3007", ,"3007", ," 485",  ," 485",  ,"1012", ,"1012", ," 485",  ," 485",  ,"30","034","30","034", ,"24","24",,1C,1C, ,9D ,9D , , ,"1014684","208619","1014809","208588","0","0", ,"0","0081029","0081030",M,M, , ," 1","12103",,       ,       ,"0092269784","0092265886","0157412","2",22,34, ,  ,  ,,"25",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",129.153346914548
"35","134563",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DCP, ,"3894","07260","459990",      ,"01","05","07","35","43",  ,  ,  ,  ,"1","0156219","1", ,"11377","11377","4","4","402","402","518","533"," 253","02"," 253","02","2008", ,"2007", ," 253","02"," 253","02","2007", ,"2008", ," 253",  ," 253",  ,"5008", ,"5009", ," 253",  ," 253",  ,"37","030","37","017", ,"30","30",,2D,2D, ,9B ,9B , , ,"1007819","209956","1008079","209914","0","0", ,"0","0083067","0081937",M,M, , ," 1","12081",,       ,       ,"0102263219","0102268474","0156219","2",32,32, ," 1",TF,,"25",C," 1"," 1"," 2",,  , , 50-001, 50-099,,,"50001","50099","0","0","4389401050735", , ,"3",263.40419322379
"36","134600",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09950","459990",      ,"01","06","09","43",  ,  ,  ,  ,  ,"1","0156397","1", ,"11377","11377","4","4","402","402","118","109"," 489",  ," 489",  ,"1003", ,"1006", ," 489",  ," 489",  ,"1005", ,"1005", ," 489",  ," 489",  ,"1001", ,"1001", ," 489",  ," 489",  ,"30","018","30","018", ,"24","24",,1E,1E, ,9D ,9D , , ,"1013558","208816","1014115","208675","0","0", ,"0","0082883","0082884",M,M, , ," 1","12205",,       ,       ,"0092268147","0092267466","0156397","2",32,34, ," 1",FT,,"25",C," 2"," 1"," 3",,  , ,,, 70-000, 71-098,"0","0","70000","71098","4389401060943", , ,"3",573.702417568931
"37","134716",BROOKLYN QUEENS EXPRESSWAY EAST,                                ,"0",G, ,G,V,T,DCP, ,"1442","00080","437395",      ,"07","01",  ,  ,  ,  ,  ,  ,  ,"1","0175220","1",X,"11377","11377","4","4","401","401","229","202"," 297",  ," 297",  ,"2016", ,"2016", ," 309","02"," 297",  ,"5002", ,"2018", ," 309","02"," 297",  ,"2006", ,"2019", ," 309","02"," 297",  ,"30","046","30","046", ,"30","30",,5D,5D, ,9D ,9D , , ,"1012147","214550","1012193","214419","0","0", ,"0","9037708","0046395",*,*, , ," 2",,"181346",       ,       ,          ,          ,"0175220","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144207010000", , , ,138.86801743227
"38","134810",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00160","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0075908","1",X,"11377","11377","4","4","402","402","114","128"," 265","02"," 265","02","1001", ,"1001", ," 265",  ," 263",  ,"1010", ,"2000", ," 265",  ," 263",  ,"1006", ,"2001", ," 265",  ," 263",  ,"30","025","30","024", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013365","211258","1013382","211224","0","0", ,"0","0046457","0046443",*,*, , ," 2",,"22726",       ,       ,          ,          ,"0075908","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,37.9342051788602
"39","134824",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DCP, ,"3894","07270","459990",      ,"01","05","07","35","43",  ,  ,  ,  ,"1","0136520","1", ,"11377","11377","4","4","402","402","511","516"," 253","02"," 253","02","2003", ,"2007", ," 253","02"," 253","02","2004", ,"2005", ," 253",  ," 253",  ,"5001", ,"5013", ," 253",  ," 253",  ,"37","030","37","017", ,"30","30",,2C,2C, ,9B ,9B , , ,"1008079","209914","1008117","209909","0","0", ,"0","0081937","0101128",M,M, , ," 1","12080",,       ,       ,"0102263144","0102268474","0136520","2",32,32, ," 1",TF,,"25",C," 1"," 1"," 2",,  , , 51-001, 51-005,,,"51001","51005","0","0","4389401050735", , ,"3",38.6788155453194
"40","134966",QUEENS BOULEVARD,                                ,"0",G, ,G, ,T,DOT, ,"3894","03232","459990",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0191695","1",X,"11377","11377","4","4","402","402","127","122"," 489",  ," 489",  ,"1004", ,"1004", ," 485",  ," 489",  ,"3008", ,"1006", ," 485",  ," 489",  ,"1013", ,"1002", ," 485",  ," 489",  ,"30","025","30","018", ,"24","24",,1D,1E, ,9D ,9D , , ,"1013280","208956","1013314","208947","0","0", ,"0","0045502","0106229",*,*, , ," 1",,"10272",       ,       ,          ,          ,"0191695","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , , 69-013, 69-015, 69-012, 69-018,"69013","69015","69012","69018","4389401000000", , , ,35.1878456638977
"41","134994",QUEENS BOULEVARD,                                ,"0",G, ,G, ,T,DOT, ,"3894","01207","459990",      ,"01","29",  ,  ,  ,  ,  ,  ,  ,"1","0172442","1", ,"11377","11377","4","4","402","402","505","506"," 253","01"," 253","01","2004", ,"2004", ," 253","01"," 253","01","2003", ,"2003", ," 253",  ," 253",  ,"5010", ,"5010", ," 253",  ," 253",  ,"37","017","37","017", ,"30","24",,2D,2D, ,9B ,9B , , ,"1007551","209924","1007582","209919","0","0", ,"0","0041137","0087743",*,*, , ," 1",,"114028",       ,       ,          ,          ,"0172442","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , , 49-001, 49-001, 49-000, 49-000,"49001","49001","49000","49000","4389401290000", , , ,31.6511620793142
"42","134995",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09530","459990",      ,"01","06","09","34","43",  ,  ,  ,  ,"1","0152052","1", ,"11377","11377","4","4","402","402","925","900"," 253","02"," 229",  ,"2005", ,"1000", ," 229",  ," 229",  ,"1000", ,"1000", ," 229",  ," 229",  ,"1000", ,"1000", ," 229",  ," 229",  ,"37","030","37","017", ,"24","24",,2C,2C, ,9B ,9D , , ,"1008468","209716","1008639","209688","0","0", ,"0","0082112","0087761",M,M, , ," 1","12182",,       ,       ,"0102260194","0102261870","0152052","2",32,32, ," 1",FT,,"25",C," 1"," 1"," 2",,  , ,,, 52-004, 52-098,"0","0","52004","52098","4389401060934", , ,"3",173.206535553485
"43","135143",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","02080","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0140474","1", ,"11377","11377","4","4","402","402","329","322"," 243",  ," 245",  ,"2005", ,"4006", ," 243",  ," 243",  ,"2005", ,"2006", ," 243",  ," 243",  ,"3004", ,"3004", ," 243",  ," 243",  ,"30","011","30","011", ,"24","24",,3C,3C, ,13C,13C, , ,"1010319","207859","1010182","207779","0","0", ,"0","0086022","0097233",M,M, , ," 2","26563",,       ,       ,"0102262703","0092261006","0140474","2",38,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",158.162155112956
"44","135173",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","02200","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0140614","1", ,"11377","11377","4","4","402","402","211","233"," 205",  ," 235","01","2000", ,"1005", ," 205",  ," 205",  ,"2003", ,"2003", ," 187",  ," 187",  ,"1012", ,"1012", ," 205","02"," 205","02","37","015","37","015", ,"24","24",,3C,3C, ,13A,13A, , ,"1006813","207145","1006746","207137","0","0", ,"0","0097138","0097137",Q,Q, , ," 2","26565",,       ,       ,"0102262703","0092261006","0140614","2",38,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",66.9638782147854
"45","135178",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11540","459990",      ,"01","05","08","33",  ,  ,  ,  ,  ,"1","0191356","1", ,"11377","11377","4","4","402","402","311","304"," 251",  ," 251",  ,"3005", ,"3005", ," 251",  ," 251",  ,"3002", ,"3002", ," 251",  ," 251",  ,"3001", ,"3001", ," 251",  ," 251",  ,"37","030","37","030", ,"30","30",,2C,2C, ,9D ,9D , , ,"1008904","209742","1008991","209730","0","0", ,"0","0082201","0106198",M,M, , ," 1","12087",,       ,       ,"0102260236","0102268465","0191356","2",30,32, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401050833", , ,"3",87.6194239305871
"46","135179",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11620","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0191269","1", ,"11377","11377","4","4","402","402","209","206"," 249",  ," 249",  ,"2002", ,"2002", ," 249",  ," 249",  ,"2001", ,"2001", ," 249",  ," 249",  ,"2001", ,"2001", ," 249",  ," 249",  ,"30","021","30","021", ,"30","30",,1C,1C, ,9D ,9D , , ,"1009885","209593","1010080","209559","0","0", ,"0","0081399","0106202",M,M, , ," 1","12090",,       ,       ,"0102268459","0102267984","0191269","2",30,42, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",197.48653510068
"47","135180",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11627","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0191267","1", ,"11377","11377","4","4","402","402","209","206"," 249",  ," 249",  ,"2002", ,"2002", ," 249",  ," 249",  ,"2001", ,"2001", ," 249",  ," 249",  ,"2001", ,"2001", ," 249",  ," 249",  ,"30","021","30","021", ,"30","30",,1C,1C, ,9D ,9D , , ,"1010207","209540","1010281","209529","0","0", ,"0","0106203","0106204",M,M, , ," 1","12090",,       ,       ,"0102268459","0102267984","0191267","2",30,42, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",75.4700675642662
"48","135192",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11960","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0192007","1", ,"11377","11377","4","4","402","402","142","130"," 489",  ," 489",  ,"1003", ,"1003", ," 485",  ," 485",  ,"3008", ,"3008", ," 485",  ," 485",  ,"1013", ,"1013", ," 485",  ," 485",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013560","208899","1014117","208758","0","0", ,"0","0083250","0106562",M,M, , ," 1","12102",,       ,       ,"0092269784","0092265886","0192007","2",22,34, ,  ,  ,,"25",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",574.703145930649
"49","135223",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","07730","459990",      ,"01","05","07","43",  ,  ,  ,  ,  ,"1","0149784","1", ,"11377","11377","4","4","402","402","134","142"," 485",  ," 489",  ,"3008", ,"1003", ," 485",  ," 485",  ,"3008", ,"3008", ," 485",  ," 485",  ,"1013", ,"1013", ," 485",  ," 485",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013568","208941","1014121","208808","0","0", ,"0","0082459","0089360",M,M, , ," 1","12055",,       ,       ,"0092268156","0092267950","0149784","2",34,35, ," 2",TF,,"25",C," 3",  ," 3",,  , , 70-001, 70-057,,,"70001","70057","0","0","4389401050743", , ,"3",568.407483005981
"50","135271",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","02110","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0140595","1", ,"11377","11377","4","4","402","402","328","337"," 243",  ," 245",  ,"2005", ,"4006", ," 243",  ," 243",  ,"2005", ,"2005", ," 243",  ," 243",  ,"3005", ,"3005", ," 243",  ," 243",  ,"30","011","30","011", ,"24","24",,3C,3C, ,13C,13C, , ,"1009920","207670","1009857","207650","0","0", ,"0","0097223","0097205",M,M, , ," 2","26563",,       ,       ,"0102262703","0092261006","0140595","2",38,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",65.7224045451285
"51","135296",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11730","459990",      ,"01","04","05","08","23","26",  ,  ,  ,"1","0149392","1", ,"11377","11377","4","4","402","402","108","112"," 249",  ," 249",  ,"1003", ,"1003", ," 249",  ," 249",  ,"1005", ,"1005", ," 249",  ," 249",  ,"1004", ,"1004", ," 249",  ," 249",  ,"30","022","30","022", ,"24","24",,1C,1C, ,9D ,9D , , ,"1011255","209376","1011272","209373","0","0", ,"0","0083565","0089777",M,M, , ," 1","12094",,       ,       ,"0102264029","0102268249","0149392","2",30,32, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401040508", , ,"3",17.3070192616115
"52","135297",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DCP, ,"3894","11720","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0149391","1", ,"11377","11377","4","4","402","402","117","102"," 249",  ," 249",  ,"1004", ,"1004", ," 249",  ," 249",  ,"1002", ,"1002", ," 249",  ," 249",  ,"1005", ,"1005", ," 249",  ," 249",  ,"30","021","30","021", ,"30","30",,1C,1C, ,9D ,9D , , ,"1011240","209378","1011255","209376","0","0", ,"0","0103679","0083565",M,M, , ," 1","12093",,       ,       ,"0102268452","0102266692","0149391","2",30,32, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",15.8157393632713
"53","135400",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11910","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0149776","1", ,"11377","11377","4","4","402","402","224","220"," 243",  ," 243",  ,"4000", ,"4000", ," 483",  ," 483",  ,"2005", ,"2005", ," 483",  ," 483",  ,"2008", ,"2008", ," 483",  ," 483",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012691","209113","1012867","209067","0","0", ,"0","0082906","0083637",M,M, , ," 1","12100",,       ,       ,"0092266920","0092267326","0149776","2",22,45, ,  ,  ,,"25",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",181.475333814393
"54","135401",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DCP, ,"3894","09810","459990",      ,"01","06","09","43",  ,  ,  ,  ,  ,"1","0149771","1", ,"11377","11377","4","4","402","402","142","110"," 247",  ," 245",  ,"1007", ,"3000", ," 245",  ," 245",  ,"3000", ,"3000", ," 245",  ," 245",  ,"1000", ,"1000", ," 245",  ," 245",  ,"30","012","30","012", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012062","209165","1012084","209161","0","0", ,"0","0082025","0089462",M,M, , ," 1","12195",,       ,       ,"0092267325","0102269359","0149771","2",34,34, ," 1",FT,,"25",C," 2",  ," 2",,  , ,,,,,"0","0","0","0","4389401060943", , ,"3",22.648622934312
"55","135569",BROOKLYN QUEENS EXPRESSWAY WEST,                                ,"0",U, ,B, ,A,DOT, ,"1444","06040","437395",      ,"08","01","03","05","18",  ,  ,  ,  ,"4","0194105","1", ,"11377","11377","4","4","401","401","111","110"," 141",  ," 141",  ,"2001", ,"2002", ," 141",  ," 141",  ,"2001", ,"2002", ," 299",  ," 299",  ,"1004", ,"1003", ," 299",  ," 299",  ,"34","017","34","017", ,"30","30",,5E,5E, ,9C ,9C , , ,"1010804","218920","1010896","218663","0","0", ,"0","0046234","0046238",M,M, , ," 1","78878","68253",       ,       ,"0102266517","0102265950","0194105","2",38,38, ,  ,  ,,"30",C," 1"," 2"," 3",,  , ,,,,,"0","0","0","0","4144408010305", , , ,272.925465898473
"56","135577",BROOKLYN QUEENS EXPRESSWAY EAST,                                ,"0",G, ,G,V,T,DCP, ,"1442","00082","437395",      ,"07","01",  ,  ,  ,  ,  ,  ,  ,"1","0175219","1",X,"11377","11377","4","4","401","401","229","202"," 297",  ," 297",  ,"2016", ,"2016", ," 309","02"," 297",  ,"5002", ,"2018", ," 309","02"," 297",  ,"2006", ,"2019", ," 309","02"," 297",  ,"30","046","30","046", ,"30","30",,5D,5D, ,9D ,9D , , ,"1012193","214419","1012217","214341","0","0", ,"0","0046395","0098139",*,*, , ," 2",,"181346",       ,       ,          ,          ,"0175219","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144207010000", , , ,81.5353389916882
"57","135608",QUEENS BOULEVARD,                                ,"0",G, ,G, ,T,DOT, ,"3894","03125","459990",      ,"01","04",  ,  ,  ,  ,  ,  ,  ,"1","0174742","1",X,"11377","11377","4","4","402","402","111","121"," 249",  ," 249",  ,"1003", ,"1003", ," 249",  ," 245",  ,"1005", ,"3004", ," 249",  ," 245",  ,"1004", ,"1003", ," 249",  ," 245",  ,"30","022","30","012", ,"24","24",,1C,1E, ,9D ,9D , , ,"1011250","209360","1011269","209356","0","0", ,"0","0045287","0089802",*,*, , ," 1",,"10261",       ,       ,          ,          ,"0174742","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4389401040000", , , ,19.4646501901045
"58","135629",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11837","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0133341","1", ,"11377","11377","4","4","402","402","230","216"," 483","02"," 483","02","1012", ,"1012", ," 483",  ," 483",  ,"2012", ,"2012", ," 483",  ," 483",  ,"2009", ,"2009", ," 483",  ," 483",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012364","209191","1012572","209141","0","0", ,"0","0103674","0103675",M,M, , ," 1","12099",,       ,       ,"0092266920","0092267326","0133341","2",22,45, ,  ,  ,,"25",C," 4",  ," 4","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",214.278069589291
"59","135640",BROOKLYN QUEENS EXPRESSWAY WEST,                                ,"0",R, ,R,V,W,DCP, ,"1444","00300","437395",      ,"08","01","15","18",  ,  ,  ,  ,  ,"1","0139633","1", ,"11377","11377","4","4","401","401","109","108"," 141",  ," 141",  ,"2003", ,"2004", ," 141",  ," 141",  ,"2003", ,"2003", ," 141",  ," 141",  ,"1000", ,"1000", ," 141",  ," 141",  ,"34","017","34","017", ,"30","30",,5E,5E, ,9C ,9C , , ,"1010861","218566","1010922","218380","0","0", ,"0","0099368","0086134",M,M, , ," 2","26523",,       ,       ,"0102266026","0102264702","0139633","2",14,32, ,  ,  ,,"45",C," 1",  ," 1","10",  , ,,,,,"0","0","0","0","4144408011518", , ,"3",196.522901870303
